subject;trial;setSize;setSize.f;target;error;sdt;rTime
6;108;12;12;Absent;No;CR;1606
6;109;3;3;Absent;No;CR;755
6;110;3;3;Present;No;H;413
6;111;3;3;Absent;No;CR;477
6;112;3;3;Absent;No;CR;518
6;113;6;6;Absent;No;CR;591
6;114;12;12;Absent;No;CR;1781
6;115;12;12;Present;No;H;582
6;116;6;6;Present;No;H;496
6;117;12;12;Absent;No;CR;1246
6;118;12;12;Present;No;H;438
6;119;12;12;Present;No;H;478
6;120;3;3;Absent;No;CR;510
6;121;6;6;Absent;No;CR;600
6;122;18;18;Absent;No;CR;1683
6;123;3;3;Absent;No;CR;453
6;124;18;18;Absent;No;CR;667
6;125;18;18;Absent;No;CR;1930
6;126;18;18;Absent;No;CR;1146
6;127;3;3;Present;No;H;622
6;128;6;6;Present;No;H;497
6;129;6;6;Present;No;H;649
6;130;18;18;Absent;No;CR;851
6;131;3;3;Present;No;H;470
6;132;12;12;Absent;No;CR;1334
6;133;12;12;Absent;No;CR;558
6;134;18;18;Absent;No;CR;1762
6;135;6;6;Present;No;H;993
6;136;6;6;Absent;No;CR;1144
6;137;12;12;Present;No;H;1101
6;138;18;18;Absent;No;CR;1267
6;139;12;12;Absent;No;CR;1028
6;140;18;18;Present;No;H;1210
6;141;6;6;Absent;No;CR;638
6;142;12;12;Present;No;H;822
6;143;18;18;Absent;No;CR;2433
6;144;18;18;Present;No;H;723
6;145;12;12;Absent;No;CR;845
6;146;6;6;Absent;No;CR;617
6;147;12;12;Present;No;H;702
6;148;6;6;Present;No;H;913
6;149;6;6;Absent;No;CR;537
6;150;18;18;Absent;No;CR;1970
6;151;12;12;Absent;No;CR;1197
6;152;12;12;Absent;No;CR;1045
6;153;12;12;Present;No;H;670
6;154;3;3;Absent;No;CR;492
6;155;6;6;Present;No;H;816
6;156;3;3;Present;No;H;469
6;157;6;6;Absent;No;CR;544
6;158;18;18;Present;No;H;651
6;159;12;12;Present;No;H;518
6;160;18;18;Present;No;H;466
6;161;3;3;Present;No;H;397
6;162;6;6;Present;No;H;416
6;163;3;3;Absent;No;CR;557
6;164;12;12;Absent;No;CR;1694
6;165;3;3;Present;No;H;662
6;166;12;12;Absent;No;CR;1671
6;167;18;18;Absent;No;CR;2627
6;168;3;3;Absent;No;CR;518
6;169;3;3;Absent;No;CR;485
6;170;6;6;Absent;No;CR;512
6;171;12;12;Present;No;H;718
6;172;3;3;Absent;No;CR;541
6;173;3;3;Absent;No;CR;564
6;174;12;12;Present;No;H;661
6;175;12;12;Absent;No;CR;1333
6;176;6;6;Absent;No;CR;550
6;177;3;3;Absent;No;CR;549
6;178;6;6;Absent;No;CR;792
6;179;12;12;Absent;No;CR;1252
6;180;18;18;Absent;No;CR;1523
6;181;18;18;Absent;No;CR;1595
6;182;3;3;Present;No;H;629
6;183;12;12;Present;Yes;M;549
6;184;6;6;Absent;No;CR;848
6;185;12;12;Present;No;H;869
6;186;6;6;Absent;No;CR;888
6;187;12;12;Present;No;H;876
6;188;6;6;Present;No;H;639
6;189;3;3;Absent;No;CR;540
6;190;3;3;Absent;No;CR;733
6;191;12;12;Absent;No;CR;1054
6;192;3;3;Absent;No;CR;542
6;193;12;12;Present;No;H;534
6;194;3;3;Present;No;H;428
6;195;3;3;Present;Yes;M;550
6;196;12;12;Present;No;H;366
6;197;6;6;Absent;No;CR;839
6;198;6;6;Present;No;H;511
6;199;12;12;Absent;No;CR;1262
6;200;6;6;Absent;No;CR;576
6;201;18;18;Present;No;H;649
6;202;18;18;Absent;No;CR;1819
6;203;18;18;Absent;No;CR;1674
6;204;3;3;Present;No;H;429
6;205;18;18;Absent;No;CR;1810
6;206;6;6;Present;No;H;536
6;207;12;12;Absent;No;CR;644
6;208;18;18;Absent;No;CR;762
6;209;6;6;Present;No;H;392
6;210;6;6;Absent;No;CR;745
6;211;3;3;Absent;No;CR;532
6;212;6;6;Present;No;H;560
6;213;6;6;Present;No;H;792
6;214;12;12;Present;No;H;526
6;215;12;12;Absent;No;CR;1150
6;216;6;6;Present;No;H;440
6;217;6;6;Absent;No;CR;768
6;218;6;6;Absent;No;CR;999
6;219;6;6;Present;No;H;569
6;220;18;18;Present;No;H;539
6;221;12;12;Present;No;H;452
6;222;12;12;Present;No;H;614
6;223;6;6;Absent;No;CR;584
6;224;6;6;Absent;No;CR;568
6;225;12;12;Absent;No;CR;534
6;226;3;3;Absent;No;CR;534
6;227;12;12;Absent;No;CR;965
6;228;12;12;Absent;No;CR;804
6;229;3;3;Present;No;H;437
6;230;12;12;Absent;No;CR;606
6;231;3;3;Absent;No;CR;446
6;232;12;12;Absent;No;CR;1118
6;233;12;12;Present;No;H;709
6;234;3;3;Absent;No;CR;516
6;235;12;12;Present;Yes;M;676
6;236;6;6;Present;No;H;528
6;237;6;6;Absent;No;CR;702
6;238;6;6;Present;No;H;447
6;239;12;12;Absent;No;CR;1454
6;240;6;6;Present;No;H;577
6;241;12;12;Present;No;H;854
6;242;12;12;Absent;No;CR;974
6;243;6;6;Absent;No;CR;840
6;244;12;12;Present;No;H;1005
6;245;12;12;Absent;No;CR;1094
6;246;18;18;Absent;No;CR;1258
6;247;18;18;Present;No;H;595
6;248;18;18;Present;No;H;841
6;249;6;6;Present;No;H;704
6;250;6;6;Present;No;H;400
6;251;18;18;Present;No;H;932
6;252;12;12;Present;No;H;973
6;253;18;18;Absent;No;CR;915
6;254;6;6;Present;No;H;424
6;255;18;18;Absent;No;CR;1907
6;256;6;6;Present;No;H;431
6;257;18;18;Absent;No;CR;969
6;258;3;3;Present;No;H;733
6;259;3;3;Absent;No;CR;597
6;260;18;18;Present;No;H;1577
6;261;3;3;Present;No;H;372
6;262;6;6;Absent;No;CR;680
6;263;18;18;Present;No;H;707
6;264;6;6;Absent;No;CR;760
6;265;3;3;Absent;No;CR;500
6;266;3;3;Absent;No;CR;508
6;267;6;6;Present;No;H;504
6;268;6;6;Absent;No;CR;672
6;269;18;18;Absent;No;CR;1139
6;270;12;12;Present;No;H;502
6;271;6;6;Present;No;H;671
6;272;18;18;Absent;No;CR;1627
6;273;18;18;Absent;No;CR;1226
6;274;3;3;Present;No;H;741
6;275;6;6;Present;No;H;545
6;276;18;18;Absent;No;CR;1153
6;278;18;18;Present;No;H;1350
6;279;3;3;Present;No;H;2724
6;280;12;12;Present;No;H;499
6;281;3;3;Present;No;H;517
6;282;18;18;Present;Yes;M;691
6;283;18;18;Absent;No;CR;1802
6;284;12;12;Present;No;H;548
6;285;18;18;Absent;No;CR;1899
6;286;18;18;Absent;No;CR;955
6;287;3;3;Absent;No;CR;557
6;288;18;18;Absent;No;CR;1362
6;289;3;3;Absent;No;CR;542
6;290;18;18;Present;Yes;M;588
6;291;18;18;Absent;No;CR;1699
6;292;3;3;Present;No;H;403
6;293;12;12;Absent;No;CR;2397
6;294;3;3;Absent;No;CR;557
6;295;6;6;Present;No;H;441
6;296;12;12;Absent;No;CR;1237
6;297;3;3;Present;No;H;525
6;298;12;12;Absent;No;CR;1277
6;299;3;3;Absent;No;CR;516
6;300;3;3;Present;No;H;437
6;1;12;12;Present;No;H;567
6;2;6;6;Absent;Yes;FA;554
6;3;3;3;Present;No;H;334
6;4;6;6;Absent;No;CR;538
6;5;6;6;Absent;No;CR;596
6;6;18;18;Absent;No;CR;653
6;7;12;12;Absent;No;CR;524
6;8;12;12;Present;No;H;707
6;9;12;12;Absent;No;CR;595
6;10;3;3;Present;No;H;519
6;11;12;12;Present;No;H;554
6;12;12;12;Absent;No;CR;1305
6;13;3;3;Absent;No;CR;679
6;14;3;3;Present;No;H;566
6;15;12;12;Absent;No;CR;1002
6;16;18;18;Absent;No;CR;1482
6;17;3;3;Present;No;H;607
6;18;12;12;Present;No;H;649
6;19;6;6;Present;No;H;611
6;20;18;18;Absent;No;CR;1377
6;21;18;18;Present;No;H;665
6;22;6;6;Absent;No;CR;784
6;23;3;3;Present;No;H;407
6;24;12;12;Present;No;H;545
6;25;6;6;Absent;No;CR;562
6;26;6;6;Absent;No;CR;754
6;27;18;18;Present;No;H;1744
6;28;18;18;Present;Yes;M;1072
6;29;3;3;Absent;No;CR;590
6;30;12;12;Present;No;H;592
6;31;6;6;Present;No;H;696
6;32;12;12;Absent;No;CR;1616
6;33;6;6;Absent;No;CR;538
6;34;12;12;Present;No;H;664
6;35;12;12;Present;No;H;1064
6;36;12;12;Absent;No;CR;856
6;37;3;3;Present;No;H;1750
6;38;18;18;Absent;No;CR;2019
6;39;6;6;Absent;No;CR;600
6;40;6;6;Present;No;H;497
6;41;12;12;Present;No;H;695
6;42;3;3;Absent;No;CR;502
6;43;6;6;Absent;No;CR;768
6;44;3;3;Present;No;H;477
6;45;18;18;Present;Yes;M;1490
6;46;3;3;Absent;No;CR;531
6;47;6;6;Absent;No;CR;528
6;48;3;3;Present;No;H;492
6;49;3;3;Present;No;H;533
6;50;18;18;Present;No;H;771
6;51;6;6;Present;No;H;576
6;52;6;6;Absent;No;CR;689
6;53;12;12;Present;No;H;452
6;54;3;3;Absent;No;CR;565
6;55;3;3;Absent;No;CR;534
6;56;3;3;Absent;No;CR;534
6;57;12;12;Present;No;H;667
6;58;6;6;Present;No;H;479
6;59;18;18;Present;No;H;691
6;60;3;3;Present;No;H;373
6;61;6;6;Absent;No;CR;600
6;62;12;12;Absent;No;CR;990
6;63;3;3;Absent;No;CR;532
6;64;3;3;Present;No;H;1237
6;65;12;12;Absent;No;CR;734
6;66;18;18;Absent;No;CR;827
6;67;3;3;Present;No;H;990
6;68;18;18;Absent;No;CR;1843
6;69;12;12;Present;No;H;718
6;70;18;18;Present;No;H;507
6;71;6;6;Absent;No;CR;615
6;72;3;3;Present;No;H;1013
6;73;3;3;Present;No;H;349
6;74;6;6;Present;No;H;520
6;75;6;6;Present;No;H;560
6;76;12;12;Absent;No;CR;830
6;77;6;6;Present;No;H;952
6;78;3;3;Absent;No;CR;477
6;79;18;18;Present;No;H;1123
6;80;18;18;Absent;No;CR;2202
6;81;6;6;Present;No;H;760
6;82;3;3;Present;No;H;614
6;83;12;12;Absent;No;CR;1021
6;84;18;18;Absent;No;CR;1203
6;85;6;6;Present;No;H;744
6;86;6;6;Present;No;H;424
6;87;6;6;Present;No;H;472
6;88;18;18;Absent;No;CR;1515
6;89;3;3;Absent;No;CR;461
6;90;18;18;Present;No;H;547
6;91;12;12;Absent;No;CR;1862
6;92;18;18;Absent;No;CR;1419
6;93;12;12;Present;No;H;542
6;94;3;3;Absent;No;CR;445
6;95;12;12;Absent;No;CR;774
6;96;6;6;Absent;No;CR;648
6;97;18;18;Absent;No;CR;1322
6;98;12;12;Absent;No;CR;837
6;99;18;18;Absent;No;CR;939
6;100;3;3;Absent;No;CR;533
6;101;3;3;Present;No;H;390
6;102;6;6;Absent;No;CR;496
6;103;3;3;Absent;No;CR;413
6;104;3;3;Absent;No;CR;454
6;105;3;3;Absent;No;CR;462
6;106;3;3;Present;No;H;365
6;107;3;3;Present;No;H;740
6;108;12;12;Absent;No;CR;1181
6;109;6;6;Absent;No;CR;544
6;110;3;3;Present;No;H;533
6;111;3;3;Absent;No;CR;701
6;112;6;6;Absent;No;CR;473
6;113;6;6;Absent;No;CR;633
6;114;18;18;Absent;No;CR;538
6;115;3;3;Present;No;H;548
6;116;18;18;Absent;No;CR;1474
6;117;12;12;Absent;No;CR;573
6;118;12;12;Present;No;H;684
6;119;6;6;Present;No;H;408
6;120;12;12;Absent;No;CR;893
6;121;6;6;Absent;No;CR;744
6;122;6;6;Present;No;H;576
6;123;12;12;Present;No;H;694
6;124;12;12;Absent;No;CR;949
6;125;6;6;Present;No;H;438
6;126;18;18;Present;No;H;827
6;127;6;6;Present;No;H;376
6;128;6;6;Absent;No;CR;608
6;129;18;18;Absent;No;CR;962
6;130;6;6;Present;No;H;735
6;131;3;3;Present;No;H;622
6;132;18;18;Present;No;H;371
6;133;12;12;Present;No;H;1261
6;134;18;18;Absent;No;CR;1540
6;135;12;12;Present;No;H;470
6;136;6;6;Absent;No;CR;657
6;137;6;6;Present;No;H;663
6;138;12;12;Present;No;H;566
6;139;12;12;Absent;No;CR;966
6;140;3;3;Absent;No;CR;604
6;141;18;18;Present;No;H;738
6;142;3;3;Absent;No;CR;646
6;143;6;6;Present;No;H;486
6;144;3;3;Present;No;H;413
6;145;18;18;Absent;No;CR;1714
6;146;18;18;Present;No;H;698
6;147;3;3;Absent;No;CR;485
6;148;12;12;Absent;No;CR;1117
6;149;3;3;Absent;No;CR;517
6;150;6;6;Present;Yes;M;528
6;151;3;3;Absent;No;CR;501
6;152;12;12;Absent;No;CR;670
6;153;18;18;Present;No;H;857
6;154;3;3;Absent;No;CR;563
6;155;3;3;Absent;No;CR;485
6;156;3;3;Absent;No;CR;660
6;157;12;12;Absent;No;CR;1309
6;158;12;12;Present;No;H;467
6;159;3;3;Present;No;H;485
6;160;3;3;Absent;No;CR;494
6;161;18;18;Absent;No;CR;1323
6;162;12;12;Absent;No;CR;582
6;163;12;12;Present;No;H;478
6;164;18;18;Present;No;H;721
6;165;18;18;Present;No;H;539
6;166;3;3;Present;No;H;413
6;167;3;3;Present;No;H;437
6;168;12;12;Absent;No;CR;661
6;169;18;18;Absent;No;CR;2235
6;170;18;18;Absent;No;CR;1715
6;171;3;3;Present;No;H;605
6;172;3;3;Present;No;H;531
6;173;3;3;Present;No;H;558
6;174;3;3;Absent;No;CR;637
6;175;18;18;Absent;No;CR;1483
6;176;6;6;Present;No;H;448
6;177;12;12;Absent;No;CR;557
6;178;3;3;Absent;No;CR;515
6;179;12;12;Absent;No;CR;565
6;180;3;3;Present;No;H;428
6;181;6;6;Absent;No;CR;663
6;182;3;3;Absent;No;CR;565
6;183;12;12;Present;No;H;1806
6;184;18;18;Present;No;H;1539
6;185;6;6;Present;No;H;558
6;186;3;3;Absent;No;CR;533
6;187;12;12;Present;No;H;621
6;188;3;3;Present;No;H;411
6;189;6;6;Present;Yes;M;536
6;190;3;3;Present;No;H;740
6;191;18;18;Absent;No;CR;2002
6;192;18;18;Absent;No;CR;1083
6;193;12;12;Absent;No;CR;1629
6;194;18;18;Absent;No;CR;1819
6;195;12;12;Present;No;H;709
6;196;3;3;Absent;No;CR;492
6;197;3;3;Absent;No;CR;477
6;198;12;12;Present;No;H;517
6;199;3;3;Absent;No;CR;629
6;200;3;3;Absent;No;CR;554
6;201;12;12;Absent;No;CR;557
6;202;3;3;Absent;No;CR;469
6;203;18;18;Present;No;H;499
6;204;18;18;Present;Yes;M;1019
6;205;18;18;Present;No;H;499
6;206;18;18;Present;No;H;603
6;207;12;12;Absent;No;CR;1222
6;208;3;3;Absent;No;CR;556
6;209;18;18;Absent;No;CR;1106
6;210;12;12;Present;No;H;446
6;211;18;18;Present;No;H;603
6;212;6;6;Present;No;H;1072
6;213;6;6;Absent;No;CR;2912
6;214;3;3;Absent;No;CR;533
6;215;3;3;Absent;No;CR;878
6;216;3;3;Present;No;H;485
6;217;6;6;Absent;No;CR;536
6;218;3;3;Absent;No;CR;565
6;219;6;6;Present;No;H;792
6;221;3;3;Absent;No;CR;532
6;222;6;6;Absent;No;CR;474
6;223;3;3;Absent;No;CR;471
6;224;12;12;Absent;No;CR;523
6;225;18;18;Absent;No;CR;499
6;226;6;6;Present;No;H;596
6;227;18;18;Present;No;H;594
6;228;12;12;Absent;Yes;FA;379
6;229;12;12;Present;No;H;403
6;230;12;12;Present;No;H;363
6;231;3;3;Present;No;H;478
6;232;6;6;Absent;No;CR;531
6;233;18;18;Absent;No;CR;1497
6;234;3;3;Absent;No;CR;535
6;235;18;18;Absent;No;CR;1641
6;236;18;18;Absent;No;CR;1521
6;237;6;6;Absent;No;CR;4282
6;238;18;18;Present;No;H;1040
6;239;18;18;Absent;No;CR;1761
6;240;12;12;Absent;No;CR;1137
6;241;12;12;Present;No;H;505
6;242;3;3;Present;No;H;590
6;243;3;3;Present;No;H;398
6;244;12;12;Present;No;H;825
6;245;12;12;Present;No;H;1064
6;246;6;6;Present;No;H;529
6;247;3;3;Absent;Yes;FA;479
6;248;18;18;Present;No;H;686
6;249;12;12;Present;No;H;959
6;250;12;12;Present;No;H;832
6;251;12;12;Present;Yes;M;4800
6;252;12;12;Present;No;H;494
6;253;3;3;Absent;No;CR;518
6;254;6;6;Present;No;H;503
6;255;18;18;Present;No;H;470
6;256;18;18;Absent;No;CR;1182
6;257;3;3;Absent;No;CR;461
6;258;3;3;Absent;No;CR;486
6;259;12;12;Absent;No;CR;663
6;260;18;18;Absent;No;CR;548
6;261;6;6;Absent;No;CR;705
6;262;12;12;Absent;No;CR;474
6;263;6;6;Present;No;H;536
6;264;12;12;Absent;No;CR;845
6;265;12;12;Present;No;H;686
6;266;3;3;Present;No;H;725
6;267;12;12;Absent;No;CR;1150
6;268;18;18;Present;No;H;977
6;269;6;6;Absent;No;CR;760
6;270;12;12;Present;No;H;661
6;271;3;3;Present;No;H;581
6;272;6;6;Present;No;H;456
6;273;6;6;Present;No;H;424
6;274;3;3;Absent;No;CR;766
6;275;6;6;Present;No;H;406
6;276;3;3;Absent;Yes;FA;452
6;277;18;18;Absent;No;CR;1619
6;278;3;3;Absent;No;CR;518
6;279;18;18;Absent;No;CR;1515
6;280;12;12;Absent;No;CR;933
6;281;3;3;Present;No;H;493
6;282;6;6;Present;No;H;600
6;283;18;18;Present;No;H;425
6;284;18;18;Present;No;H;1347
6;285;12;12;Absent;No;CR;981
6;286;3;3;Present;No;H;444
6;287;18;18;Absent;No;CR;1059
6;288;18;18;Absent;No;CR;1083
6;289;12;12;Present;No;H;670
6;290;6;6;Absent;No;CR;488
6;291;18;18;Absent;No;CR;634
6;292;18;18;Present;No;H;755
6;293;3;3;Present;No;H;429
6;294;3;3;Absent;No;CR;506
6;295;18;18;Absent;Yes;FA;362
6;296;18;18;Present;No;H;507
6;297;18;18;Absent;No;CR;2018
6;298;3;3;Absent;No;CR;485
6;299;6;6;Present;No;H;807
6;300;18;18;Present;No;H;1611
6;301;6;6;Absent;No;CR;984
6;302;12;12;Present;No;H;1022
6;303;12;12;Absent;No;CR;694
6;304;18;18;Present;No;H;794
6;305;3;3;Present;No;H;381
6;306;18;18;Present;No;H;579
6;307;18;18;Absent;No;CR;587
6;308;12;12;Present;No;H;1278
6;309;18;18;Present;No;H;411
6;310;6;6;Present;No;H;904
6;311;3;3;Absent;No;CR;662
6;312;3;3;Present;No;H;700
6;313;3;3;Present;No;H;397
6;314;6;6;Present;No;H;392
6;315;6;6;Absent;No;CR;1040
6;316;3;3;Present;No;H;453
6;317;6;6;Absent;No;CR;632
6;318;18;18;Absent;No;CR;1914
6;319;18;18;Absent;No;CR;1961
6;320;6;6;Absent;No;CR;767
6;321;18;18;Absent;No;CR;1649
6;322;18;18;Absent;No;CR;627
6;323;18;18;Absent;No;CR;875
6;324;18;18;Absent;No;CR;1850
6;325;6;6;Present;No;H;591
6;326;18;18;Present;No;H;794
6;327;6;6;Present;No;H;2800
6;329;12;12;Present;No;H;595
6;330;3;3;Present;No;H;388
6;331;18;18;Absent;No;CR;1275
6;332;12;12;Absent;No;CR;524
6;333;3;3;Present;No;H;527
6;334;6;6;Present;Yes;M;460
6;335;12;12;Present;No;H;611
6;336;18;18;Absent;No;CR;1348
6;337;6;6;Present;No;H;529
6;338;6;6;Absent;No;CR;428
6;339;12;12;Present;No;H;331
6;340;6;6;Absent;No;CR;458
6;341;6;6;Present;No;H;507
6;342;6;6;Absent;No;CR;882
6;343;3;3;Absent;No;CR;543
6;344;18;18;Absent;No;CR;3600
6;345;3;3;Present;No;H;446
6;346;18;18;Absent;No;CR;1297
6;347;12;12;Absent;No;CR;2290
6;348;6;6;Absent;No;CR;498
6;349;3;3;Present;No;H;414
6;350;3;3;Absent;No;CR;527
6;351;3;3;Present;No;H;503
6;352;6;6;Present;No;H;513
6;353;6;6;Absent;No;CR;593
6;354;12;12;Absent;No;CR;1040
6;355;12;12;Absent;No;CR;857
6;356;3;3;Present;No;H;614
6;357;18;18;Present;Yes;M;1455
6;358;3;3;Absent;No;CR;542
6;359;3;3;Absent;No;CR;494
6;360;3;3;Absent;No;CR;510
6;361;12;12;Present;Yes;M;550
6;362;18;18;Present;No;H;1349
6;363;3;3;Present;No;H;494
6;364;3;3;Present;No;H;342
6;365;3;3;Present;No;H;390
6;366;18;18;Present;No;H;485
6;367;6;6;Absent;No;CR;537
6;368;6;6;Absent;No;CR;464
6;369;6;6;Present;No;H;361
6;370;18;18;Present;No;H;588
6;371;18;18;Absent;No;CR;1035
6;372;6;6;Present;No;H;440
6;373;18;18;Absent;No;CR;1100
6;374;6;6;Present;Yes;M;544
6;375;12;12;Absent;No;CR;1462
6;376;12;12;Present;No;H;566
6;377;3;3;Absent;No;CR;508
6;378;18;18;Absent;No;CR;1467
6;379;3;3;Absent;No;CR;476
6;380;6;6;Absent;No;CR;486
6;381;6;6;Absent;No;CR;520
6;382;3;3;Present;No;H;517
6;383;6;6;Absent;No;CR;671
6;384;12;12;Present;No;H;773
6;385;6;6;Present;No;H;369
6;386;18;18;Absent;No;CR;915
6;387;18;18;Absent;No;CR;1323
6;388;12;12;Absent;No;CR;1533
6;389;12;12;Present;No;H;788
6;390;3;3;Present;No;H;437
6;391;3;3;Absent;No;CR;629
6;392;3;3;Present;No;H;429
6;393;3;3;Absent;No;CR;445
6;394;6;6;Absent;No;CR;487
6;395;3;3;Absent;No;CR;469
6;396;3;3;Present;No;H;387
6;397;12;12;Absent;No;CR;540
6;398;18;18;Absent;No;CR;890
6;399;18;18;Present;No;H;1123
6;400;18;18;Present;No;H;675
6;401;12;12;Present;No;H;541
6;402;18;18;Absent;No;CR;1491
6;403;18;18;Present;No;H;995
6;404;12;12;Absent;No;CR;1326
6;405;12;12;Present;No;H;491
6;406;12;12;Present;No;H;469
6;407;18;18;Present;No;H;818
6;408;3;3;Present;No;H;429
6;409;3;3;Absent;No;CR;485
6;410;6;6;Absent;No;CR;472
6;411;6;6;Absent;No;CR;600
6;412;12;12;Present;No;H;581
6;413;3;3;Present;Yes;M;597
6;414;6;6;Absent;No;CR;504
6;415;3;3;Absent;No;CR;540
6;416;3;3;Present;No;H;350
6;417;18;18;Absent;Yes;FA;410
6;418;12;12;Absent;No;CR;686
6;419;18;18;Present;No;H;675
6;420;6;6;Present;No;H;504
6;421;12;12;Present;No;H;358
6;422;18;18;Absent;No;CR;1611
6;423;6;6;Present;No;H;352
6;424;3;3;Absent;No;CR;523
6;425;3;3;Present;No;H;389
6;426;3;3;Present;No;H;438
6;427;3;3;Absent;No;CR;493
6;428;18;18;Present;No;H;331
6;429;3;3;Absent;No;CR;581
6;430;18;18;Absent;No;CR;1787
6;431;12;12;Present;No;H;782
6;432;12;12;Absent;No;CR;941
6;433;12;12;Present;Yes;M;1364
6;434;18;18;Absent;No;CR;1026
6;435;3;3;Absent;No;CR;557
6;436;6;6;Present;No;H;1096
6;437;12;12;Present;No;H;510
6;438;18;18;Absent;No;CR;2131
6;439;12;12;Present;No;H;389
6;440;12;12;Absent;No;CR;1020
6;441;6;6;Absent;No;CR;408
6;442;12;12;Present;No;H;565
6;443;6;6;Absent;No;CR;608
6;444;12;12;Present;No;H;349
6;445;18;18;Present;No;H;723
6;446;12;12;Present;No;H;605
6;447;12;12;Present;No;H;374
6;448;6;6;Absent;No;CR;661
6;449;3;3;Absent;No;CR;429
6;450;6;6;Absent;No;CR;720
6;451;6;6;Absent;No;CR;488
6;452;6;6;Absent;No;CR;600
6;453;18;18;Absent;No;CR;1129
6;454;12;12;Absent;No;CR;436
6;455;12;12;Absent;No;CR;500
6;456;12;12;Present;No;H;430
6;457;6;6;Absent;No;CR;542
6;458;12;12;Present;No;H;558
6;459;18;18;Absent;No;CR;1219
6;460;6;6;Present;No;H;583
6;461;3;3;Present;No;H;517
6;462;12;12;Present;No;H;693
6;463;18;18;Absent;No;CR;562
6;464;3;3;Present;No;H;565
6;465;3;3;Present;No;H;421
6;466;3;3;Absent;No;CR;548
6;467;3;3;Present;No;H;477
6;468;12;12;Absent;No;CR;549
6;469;18;18;Present;No;H;1475
6;470;12;12;Absent;No;CR;500
6;471;6;6;Present;No;H;607
6;472;18;18;Absent;No;CR;1707
6;473;6;6;Absent;No;CR;488
6;474;6;6;Absent;No;CR;576
6;475;12;12;Present;No;H;685
6;476;6;6;Absent;No;CR;576
6;477;3;3;Present;No;H;413
6;478;3;3;Present;No;H;396
6;479;6;6;Present;No;H;1864
6;480;18;18;Present;Yes;M;586
6;481;6;6;Present;No;H;511
6;482;3;3;Present;No;H;453
6;483;6;6;Present;No;H;392
6;484;18;18;Present;Yes;M;1017
6;485;12;12;Present;No;H;709
6;486;6;6;Absent;No;CR;654
6;487;6;6;Absent;No;CR;583
6;488;18;18;Present;Yes;M;810
6;489;12;12;Absent;No;CR;1158
6;490;3;3;Present;No;H;494
6;491;3;3;Absent;No;CR;461
6;492;12;12;Absent;No;CR;1165
6;493;12;12;Present;No;H;462
6;494;3;3;Present;No;H;476
6;495;18;18;Present;No;H;387
6;496;12;12;Absent;No;CR;1501
6;497;18;18;Present;No;H;441
6;498;18;18;Present;No;H;986
6;499;3;3;Present;No;H;637
6;500;6;6;Present;No;H;384
6;501;3;3;Absent;No;CR;574
6;502;3;3;Present;No;H;373
6;503;6;6;Absent;No;CR;536
6;504;12;12;Absent;No;CR;1044
6;505;12;12;Present;No;H;718
6;506;6;6;Present;No;H;575
6;507;3;3;Absent;No;CR;500
6;508;12;12;Absent;No;CR;981
6;509;6;6;Absent;No;CR;559
6;510;6;6;Absent;Yes;FA;472
6;511;18;18;Present;No;H;603
6;512;3;3;Present;No;H;438
6;513;18;18;Present;No;H;547
6;514;6;6;Present;No;H;528
6;515;18;18;Present;No;H;1083
6;516;12;12;Absent;No;CR;1606
6;517;18;18;Present;No;H;1312
6;518;3;3;Absent;No;CR;597
6;519;3;3;Absent;No;CR;508
6;520;12;12;Present;No;H;372
6;521;18;18;Absent;No;CR;1721
6;522;3;3;Present;No;H;581
6;523;6;6;Present;No;H;463
6;524;12;12;Present;No;H;365
6;525;3;3;Present;No;H;437
6;526;3;3;Present;No;H;389
6;527;12;12;Absent;No;CR;1460
6;528;3;3;Present;No;H;526
6;529;6;6;Present;No;H;710
6;530;6;6;Absent;No;CR;1023
6;531;18;18;Present;No;H;715
6;532;18;18;Present;No;H;753
6;533;6;6;Absent;No;CR;696
6;534;12;12;Absent;No;CR;1179
6;535;12;12;Present;No;H;429
6;536;12;12;Absent;No;CR;662
6;537;3;3;Absent;No;CR;557
6;538;3;3;Present;No;H;573
6;539;12;12;Present;No;H;548
6;540;3;3;Present;No;H;445
6;541;3;3;Absent;No;CR;717
6;542;12;12;Present;No;H;413
6;543;3;3;Present;No;H;484
6;544;12;12;Absent;No;CR;956
6;545;3;3;Absent;No;CR;853
6;546;18;18;Present;No;H;491
6;547;6;6;Absent;No;CR;1616
6;548;12;12;Absent;No;CR;1182
6;549;18;18;Present;No;H;1019
6;550;18;18;Present;No;H;1155
6;551;12;12;Absent;No;CR;1341
6;552;12;12;Absent;No;CR;1995
6;553;12;12;Absent;No;CR;3637
6;554;18;18;Absent;No;CR;2139
6;555;18;18;Present;No;H;570
6;556;18;18;Present;No;H;1274
6;557;3;3;Present;No;H;710
6;558;18;18;Absent;No;CR;2915
6;559;3;3;Present;No;H;755
6;560;12;12;Present;Yes;M;846
6;561;6;6;Present;No;H;694
6;562;12;12;Present;No;H;702
6;563;12;12;Absent;No;CR;709
6;564;12;12;Present;No;H;566
6;565;6;6;Absent;No;CR;526
6;566;18;18;Present;No;H;451
6;567;3;3;Absent;No;CR;469
6;568;12;12;Absent;No;CR;997
6;569;3;3;Absent;No;CR;445
6;570;6;6;Present;No;H;872
6;571;6;6;Absent;No;CR;488
6;572;18;18;Present;No;H;539
